ln(VOTES/POP),POP,EDUCATION,HOUSES,INCOME,XCOORD,YCOORD
-0.457579,9.418817,8.268219,8.324336,11.300536,-80253474.0,34158251.0
-0.42655,10.9552,10.279181,9.533293,13.133562,-93466437.0,42036923.0
-0.490843,8.70963,8.140316,7.826842,10.795875,-94840875.0,38207123.0
-0.647935,7.377759,6.175867,6.253829,8.999496,-85011921.0,31858975.0
-0.385892,10.561733,10.246758,9.612467,12.864916,-120766234.0,39304003.0
-0.790536,8.949625,8.030084,8.013674,10.954991,-83401430.0,34881290.0
-0.916974,10.309219,9.778208,9.093469,12.389448,-105726123.0,32622624.0
-0.731516,9.451324,8.382747,8.540714,11.494099,-80285090.0,36681768.0
-0.546623,9.352447,8.478868,8.470102,11.16572,-89120363.0,32019338.0
-0.727569,8.858511,8.011023,7.747597,10.967715,-102779388.0,34528179.0
-0.641935,9.51834,8.754319,8.571303,11.579434,-77401666.0,40530678.0
-1.287213,10.753126,9.916601,9.531336,12.851224,-83267821.0,30834683.0
-0.554167,11.492866,11.025279,10.442084,13.946373,-94423343.0,39313003.0
-0.705433,9.914872,8.86517,8.748622,11.746487,-85938912.0,31806086.0
-0.714746,9.791326,8.972337,8.85723,11.835567,-91772262.0,33190783.0
-0.720826,9.648273,8.739857,8.739376,11.620074,-77887412.0,34510260.0
-0.679187,12.0293,11.474632,10.974283,14.395101,-104350313.0,39870594.0
-0.610145,9.584384,8.846353,8.67778,11.790731,-76522841.0,37403209.0
-0.591105,8.735204,8.193953,7.67601,11.02151,-106724398.0,46225806.0
-0.377121,10.825343,10.23405,9.839322,13.120289,-90041620.0,44450552.0
-0.766644,11.069914,10.445986,9.997797,13.241383,-80444473.0,27378077.0
-0.520345,8.731013,8.165079,7.851661,10.702705,-91953155.0,40754570.0
-0.637553,8.406932,7.499977,7.304516,10.543629,-78168603.0,38687336.0
-0.494478,10.037712,9.467537,9.15377,12.333485,-84999715.0,41395532.0
-0.623837,10.02818,9.290445,9.086363,12.064538,-89592464.0,30770422.0
-0.823414,11.128292,10.459927,10.002563,13.307498,-75503073.0,39097086.0
-0.545106,9.11603,8.326275,8.208492,11.209209,-92423425.0,34287458.0
-0.404133,9.01809,8.321665,8.159947,11.136762,-93298400.0,45947877.0
-0.515881,10.519214,9.393328,9.454071,12.664004,-92410832.0,30291312.0
-0.877737,10.226621,9.363233,9.208439,12.299791,-95166649.0,31835463.0
-0.708255,10.543998,9.520175,9.616472,12.556958,-85798731.0,34459830.0
-0.207344,7.172425,6.715383,6.049733,9.456263,-106338973.0,40662438.0
-0.713042,8.561975,7.289611,7.254885,10.461445,-89492300.0,36341338.0
-0.345838,6.562444,6.028279,5.537334,8.536996,-98525297.0,41917999.0
-0.477628,10.929063,10.447932,9.742144,13.220528,-113925449.0,47040995.0
-0.507028,9.554143,8.893984,8.678632,11.841279,-84577226.0,41117567.0
-0.823783,9.860841,8.940891,8.843615,11.856295,-86588480.0,35140702.0
-0.624498,13.113062,12.464224,12.016273,15.427817,-85661571.0,38187950.0
-0.389379,8.883917,8.083946,7.926964,10.829293,-88874185.0,37459435.0
-0.767507,8.431853,7.338238,7.414573,10.552291,-77061381.0,37351613.0
-0.485486,10.85638,10.223976,9.847605,13.076328,-91194609.0,39985905.0
-0.69987,9.030974,8.522778,8.03041,11.49162,-110546505.0,41285990.0
-0.491212,8.918918,8.320448,7.997327,11.035438,-97145681.0,40168316.0
-0.387962,9.597302,9.006999,8.561784,11.741041,-97178708.0,44976256.0
-0.472531,8.872067,8.425955,7.893572,11.159944,-99409499.0,40508945.0
-0.691565,9.392579,8.479491,8.4242,11.299547,-95553496.0,34026995.0
-0.216783,6.759255,5.978886,5.752573,8.860215,-100770987.0,33186492.0
-0.743174,11.752564,11.318722,10.737505,14.13691,-81227100.0,28708658.0
-0.599468,8.817446,7.546446,7.867871,10.576611,-85629652.0,36989310.0
-0.489854,8.479076,7.957877,7.569928,10.590918,-96643488.0,38686623.0
-0.65947,10.775283,10.107448,9.353575,12.973645,-97454195.0,47918883.0
-0.73315,9.678091,9.147188,8.671115,12.325068,-105548641.0,44240112.0
-0.500112,9.298717,8.335192,8.411833,11.251652,-88202751.0,31402696.0
-0.455588,11.608217,10.97085,10.414213,13.776238,-73513949.0,42709750.0
-0.506081,9.162515,8.230044,8.1898,11.04685,-85859858.0,33268721.0
-0.764528,10.10651,9.088512,9.059982,12.168308,-89411842.0,36057273.0
-0.793349,9.527266,8.676246,8.499436,11.61734,-80889832.0,27385038.0
-0.483663,9.25177,8.41516,8.297793,11.140092,-93891926.0,35512250.0
-0.554933,8.711443,7.661056,7.60589,10.527285,-80854153.0,38918256.0
-0.471751,10.221505,9.589256,9.266532,12.529087,-85791160.0,39523461.0
-0.800583,10.188065,9.595671,9.24242,12.507491,-82261233.0,33548579.0
-0.51912,9.215129,8.666475,8.287277,11.365029,-94242081.0,41027669.0
-0.461988,9.639392,9.137124,8.605387,11.939284,-95160763.0,42741556.0
-0.407037,9.890453,9.323223,8.973732,11.799855,-69121695.0,44482485.0
-0.80227,10.77,10.003242,9.610257,12.77758,-89258750.0,31186842.0
-0.685151,9.552155,8.49331,8.596559,11.380159,-85456433.0,33290802.0
-0.98332,9.241742,8.255569,8.116716,11.27364,-83913119.0,33012811.0
-0.374435,9.59927,8.918918,8.683893,11.675019,-90112162.0,43923262.0
-0.403963,10.150504,9.36999,8.953123,12.171243,-91897593.0,44947560.0
-0.752716,10.091625,9.18338,9.118225,12.006621,-94766327.0,34113228.0
-0.652585,10.735766,10.07681,9.643939,12.869685,-75668201.0,42911775.0
-0.574759,8.613594,7.82044,7.694393,10.574696,-99557685.0,34930896.0
-0.83045,9.129239,7.828835,8.245122,11.082435,-85720116.0,35392309.0
-0.459725,9.534017,8.99094,8.660947,11.774312,-86261468.0,41043918.0
-0.608288,10.932785,10.361956,9.907828,13.303426,-82614102.0,41512729.0
-0.313051,9.181323,8.466952,8.249575,11.133201,-94958610.0,46577377.0
-0.677124,13.079084,12.532466,12.021055,15.416662,-115977297.0,33727917.0
-0.526071,10.63205,10.084683,9.598117,12.890719,-78194557.0,43000525.0
-0.579379,9.716073,9.051696,8.567886,11.741534,-94883035.0,40360360.0
-0.673873,10.884367,10.122623,9.772638,13.012595,-88838707.0,35608057.0
-0.780002,8.761393,7.866339,7.847763,10.916415,-100923210.0,32302220.0
-0.415405,8.507951,8.009031,7.631432,10.56952,-98204928.0,38695772.0
-0.399631,10.042728,9.336268,9.137877,12.263199,-89478134.0,39228142.0
-0.539554,11.125305,10.47695,10.14506,13.402708,-87738421.0,40182453.0
-0.23771,8.536996,7.927324,7.635304,10.38211,-90261543.0,46326395.0
-0.517771,9.162829,8.645059,8.197539,11.387974,-93260473.0,42730529.0
-0.973255,11.101085,10.070611,9.9651,13.033418,-79107083.0,34640290.0
-0.239053,7.921536,7.303843,6.98749,9.974598,-98231555.0,47463565.0
-0.680549,8.973098,8.039157,8.034631,10.958235,-99454126.0,31772823.0
-0.681397,9.053102,7.987864,8.166216,11.001533,-80363170.0,36936010.0
-0.167054,7.27448,6.742881,6.369901,9.176887,-99482159.0,44554626.0
-0.38608,9.196241,8.849227,8.05611,11.69742,-106987384.0,40484190.0
-0.508702,8.581482,7.854769,7.693937,10.552552,-98373904.0,34284831.0
-0.595763,9.111955,8.510974,7.985144,11.441623,-122235120.0,39176482.0
-0.273881,8.826441,8.032685,7.946618,10.710298,-97747586.0,43335361.0
-0.611282,11.019416,10.392742,9.954941,13.10993,-76054296.0,43994023.0
-0.745321,12.414078,11.747389,11.227175,14.706258,-121270600.0,37932561.0
-0.264711,8.070594,7.160846,7.037028,10.013597,-88573214.0,37411349.0
-0.672656,9.180809,8.014336,8.287277,10.935515,-81858900.0,36457805.0
-0.33244,7.30317,6.776507,6.381816,9.580524,-101352778.0,34965951.0
-0.527212,9.472935,8.845921,8.511779,11.740579,-115885095.0,47347698.0
-0.252055,6.361302,6.013715,5.402677,8.650325,-106926879.0,37692655.0
-0.190603,7.465083,7.011214,6.493754,9.707351,-105635985.0,45382303.0
-0.549591,10.432467,9.826607,9.438113,12.550017,-75615045.0,42495443.0
-0.345287,9.732936,9.263312,8.845201,11.763108,-116597520.0,48294716.0
-0.769011,10.032892,9.072801,8.952864,12.154058,-76081477.0,38418739.0
-0.573327,12.087492,11.431954,11.098167,14.406743,-89908267.0,38831897.0
-0.668355,11.293164,10.656506,10.331888,13.516905,-80776727.0,40769112.0
-0.570094,10.729153,10.080671,9.787403,12.919268,-86308528.0,42270781.0
-0.709885,10.454553,9.747652,9.485545,12.562039,-92594441.0,33170291.0
-0.453894,9.206634,8.671801,8.233769,11.45172,-94637196.0,42387708.0
-0.495004,9.612132,8.797851,8.696677,11.728722,-86647558.0,41281940.0
-0.880812,8.125039,7.166266,7.055313,10.299946,-82626090.0,36931339.0
-0.600163,12.119796,11.385081,11.012957,14.361536,-89931431.0,38470800.0
-0.524775,10.536938,10.054318,9.556126,12.888871,-123931203.0,48109502.0
-0.637379,9.862509,9.204222,8.964056,12.240464,-100814547.0,35409477.0
-0.754586,9.716977,8.744966,8.789203,11.765364,-94141742.0,31791634.0
-0.549891,8.77137,8.244071,7.736744,11.080063,-116451089.0,38049845.0
-0.271643,8.837246,8.282989,7.982758,10.918936,-89271293.0,46979167.0
-0.837314,10.148314,9.386812,9.217217,12.296599,-85136429.0,34902216.0
-0.33543,8.867709,8.226306,7.816417,11.045048,-97166212.0,47447328.0
-0.892889,9.833387,8.789051,8.778942,11.891218,-84298271.0,32879285.0
-0.612876,10.767706,10.069129,9.785323,12.883136,-95379437.0,35609351.0
-0.520983,10.472403,9.812632,9.454306,12.663725,-85072760.0,42944449.0
-0.801734,11.689732,11.008214,10.656341,13.838778,-82530302.0,35609250.0
-0.417527,9.794398,9.196039,8.923058,11.948545,-87114852.0,39395617.0
-0.648509,10.482486,9.841719,9.460165,12.604271,-104468714.0,33363485.0
-0.763703,9.741733,9.009203,8.587465,12.068591,-79062277.0,38158808.0
-0.409019,9.091557,8.5897,8.134761,11.385228,-94202591.0,42782088.0
-0.349722,9.263407,8.678972,8.353261,11.450678,-92317007.0,43059704.0
-0.314409,8.120291,7.589336,7.261927,10.33358,-99915560.0,38475432.0
-0.403474,9.021598,7.955425,8.100161,10.990112,-91845608.0,31666363.0
-0.39541,9.631613,9.069583,8.637462,11.872382,-94196696.0,43204989.0
-0.38868,8.627482,7.593878,7.612831,10.5818,-91330432.0,32002593.0
-0.898842,11.169435,10.416221,10.082679,13.28539,-78976174.0,33910208.0
-0.707358,8.591558,7.682022,7.528332,10.745292,-102829715.0,34067427.0
-0.713483,11.052286,10.460185,10.04338,13.2185,-80107629.0,41683512.0
-0.355592,8.59545,7.696213,7.734996,10.554145,-91918500.0,38175337.0
-0.310779,10.294786,9.704488,9.397152,12.367247,-94071825.0,46486988.0
-0.67483,9.780698,9.234447,8.859079,12.036079,-85000493.0,41644107.0
-0.832006,10.216216,9.258368,9.220489,12.21927,-85389802.0,32915184.0
-0.401064,9.112507,8.31801,8.213924,11.024611,-80544308.0,37561255.0
-0.611927,10.629368,10.106755,9.535752,12.877702,-118733709.0,45593620.0
-0.582947,9.863186,9.193499,8.758884,12.057138,-99314761.0,38916464.0
-0.373096,8.573384,8.045268,7.745868,10.835199,-98323046.0,36731338.0
-0.81716,9.326522,8.110127,8.431417,11.379714,-86005371.0,36529292.0
-0.405352,8.393895,7.943428,7.527794,10.472997,-97652807.0,39131606.0
-0.617638,9.641408,8.59582,8.558143,11.597313,-89655526.0,36594733.0
-0.824593,10.337184,9.422221,9.37907,12.332423,-82948661.0,36435910.0
-0.647028,9.658673,9.127176,8.543835,11.840501,-120577604.0,40652341.0
-0.696269,9.813836,9.022323,8.823942,11.904325,-85466193.0,37804940.0
-0.662915,11.550838,10.815529,10.420554,13.976466,-92063915.0,30206200.0
-0.379223,7.861342,7.332369,7.013915,9.992414,-100491052.0,38921015.0
-0.807474,10.206366,9.578311,9.222071,12.599064,-77452829.0,38413096.0
-0.213754,6.678342,6.111467,5.749393,9.172742,-100806360.0,35833390.0
