@relation CPMP-2015-runtime-regression

@attribute stacks numeric
@attribute tiers numeric
@attribute stack.tier.ratio numeric
@attribute container.density numeric
@attribute empty.stack.pct numeric
@attribute overstowing.stack.pct numeric
@attribute overstowing.2cont.stack.pct numeric
@attribute group.same.min numeric
@attribute group.same.max numeric
@attribute group.same.mean numeric
@attribute group.same.stdev numeric
@attribute top.good.min numeric
@attribute top.good.max numeric
@attribute top.good.mean numeric
@attribute top.good.stdev numeric
@attribute overstowage.pct numeric
@attribute bflb numeric
@attribute left.density numeric
@attribute tier.weighted.groups numeric
@attribute avg.l1.top.left.lg.group numeric
@attribute cont.empty.grt.estack numeric
@attribute pct.bottom.pct.on.top numeric
@attribute runtime numeric

@data
16,5,0.3125,0.6,0.125,0.5625,0.9,0,6,4.36364,1.55346,2,10,4.66667,2.44949,0.3625,29,0.471111,0.428914,0.569231,0.3375,0,3600
16,5,0.3125,0.6,0.125,0.5625,0.9,0,6,4.36364,1.55346,2,10,4.66667,2.44949,0.3625,29,0.471111,0.428914,0.569231,0.3375,0,0.552
16,5,0.3125,0.6,0.125,0.5625,0.9,0,6,4.36364,1.55346,2,10,4.66667,2.44949,0.3625,29,0.471111,0.428914,0.569231,0.3375,0,0.008
16,5,0.3125,0.6,0.125,0.5625,0.9,0,6,4.36364,1.55346,2,10,4.66667,2.44949,0.3625,29,0.471111,0.428914,0.569231,0.3375,0,0.008
16,5,0.3125,0.6,0.0625,0.625,0.909091,0,6,4.36364,1.55346,2,8,4.5,1.85742,0.3625,29,0.151111,0.438952,0.615385,0.1375,0,0.032
16,5,0.3125,0.6,0.0625,0.625,0.909091,0,6,4.36364,1.55346,2,8,4.5,1.85742,0.3625,29,0.151111,0.438952,0.615385,0.1375,0,0.048
16,5,0.3125,0.6,0.0625,0.625,0.909091,0,6,4.36364,1.55346,2,8,4.5,1.85742,0.3625,29,0.151111,0.438952,0.615385,0.1375,0,0.096
16,5,0.3125,0.6,0.0625,0.625,0.909091,0,6,4.36364,1.55346,2,8,4.5,1.85742,0.3625,29,0.151111,0.438952,0.615385,0.1375,0,50.831
16,5,0.3125,0.6,0.0625,0.5625,0.818182,0,7,4.36364,1.77214,2,10,5.33333,2.10819,0.3625,29,0.648889,0.433775,0.528846,0.0625,0,0.024
16,5,0.3125,0.6,0.0625,0.5625,0.818182,0,7,4.36364,1.77214,2,10,5.33333,2.10819,0.3625,29,0.648889,0.433775,0.528846,0.0625,0,0.504
16,5,0.3125,0.6,0.0625,0.5625,0.818182,0,7,4.36364,1.77214,2,10,5.33333,2.10819,0.3625,29,0.648889,0.433775,0.528846,0.0625,0,0.004
16,5,0.3125,0.6,0.0625,0.5625,0.818182,0,7,4.36364,1.77214,2,10,5.33333,2.10819,0.3625,29,0.648889,0.433775,0.528846,0.0625,0,0.568
16,5,0.3125,0.6,0.125,0.625,0.769231,0,6,4.36364,1.55346,2,10,4.9,2.66271,0.3625,29,0.317778,0.436995,0.519231,0.2125,0,3600
16,5,0.3125,0.6,0.125,0.625,0.769231,0,6,4.36364,1.55346,2,10,4.9,2.66271,0.3625,29,0.317778,0.436995,0.519231,0.2125,0,3600
16,5,0.3125,0.6,0.125,0.625,0.769231,0,6,4.36364,1.55346,2,10,4.9,2.66271,0.3625,29,0.317778,0.436995,0.519231,0.2125,0,220.526
16,5,0.3125,0.6,0.125,0.625,0.769231,0,6,4.36364,1.55346,2,10,4.9,2.66271,0.3625,29,0.317778,0.436995,0.519231,0.2125,0,509.552
16,5,0.3125,0.6,0.125,0.75,0.923077,0,6,4.36364,1.49379,2,9,4.33333,2.28522,0.3625,29,0.066667,0.424242,0.740385,0.4,0,3600
16,5,0.3125,0.6,0.125,0.75,0.923077,0,6,4.36364,1.49379,2,9,4.33333,2.28522,0.3625,29,0.066667,0.424242,0.740385,0.4,0,0.1
16,5,0.3125,0.6,0.125,0.75,0.923077,0,6,4.36364,1.49379,2,9,4.33333,2.28522,0.3625,29,0.066667,0.424242,0.740385,0.4,0,127.056
16,5,0.3125,0.6,0.125,0.75,0.923077,0,6,4.36364,1.49379,2,9,4.33333,2.28522,0.3625,29,0.066667,0.424242,0.740385,0.4,0,134.024
16,5,0.3125,0.6,0.1875,0.625,0.909091,0,6,4.36364,1.49379,2,9,5,2.09762,0.3625,29,0.582222,0.414457,0.538462,0.25,0,7.936
16,5,0.3125,0.6,0.1875,0.625,0.909091,0,6,4.36364,1.49379,2,9,5,2.09762,0.3625,29,0.582222,0.414457,0.538462,0.25,0,6.476
16,5,0.3125,0.6,0.1875,0.625,0.909091,0,6,4.36364,1.49379,2,9,5,2.09762,0.3625,29,0.582222,0.414457,0.538462,0.25,0,84.661
16,5,0.3125,0.6,0.1875,0.625,0.909091,0,6,4.36364,1.49379,2,9,5,2.09762,0.3625,29,0.582222,0.414457,0.538462,0.25,0,15.057
16,5,0.3125,0.6,0.125,0.5625,0.75,0,7,4.36364,1.72008,2,8,5,2,0.3625,29,0.495556,0.446907,0.5,0.2125,0,3600
16,5,0.3125,0.6,0.125,0.5625,0.75,0,7,4.36364,1.72008,2,8,5,2,0.3625,29,0.495556,0.446907,0.5,0.2125,0,3600
16,5,0.3125,0.6,0.125,0.5625,0.75,0,7,4.36364,1.72008,2,8,5,2,0.3625,29,0.495556,0.446907,0.5,0.2125,0,0.9
16,5,0.3125,0.6,0.125,0.5625,0.75,0,7,4.36364,1.72008,2,8,5,2,0.3625,29,0.495556,0.446907,0.5,0.2125,0,3600
16,5,0.3125,0.6,0.25,0.75,1,0,6,4.36364,1.49379,2,7,3.91667,1.65622,0.3625,29,0.277778,0.402399,0.429487,0.325,0,0.024
16,5,0.3125,0.6,0.25,0.75,1,0,6,4.36364,1.49379,2,7,3.91667,1.65622,0.3625,29,0.277778,0.402399,0.429487,0.325,0,3600
16,5,0.3125,0.6,0.25,0.75,1,0,6,4.36364,1.49379,2,7,3.91667,1.65622,0.3625,29,0.277778,0.402399,0.429487,0.325,0,344.342
16,5,0.3125,0.6,0.25,0.75,1,0,6,4.36364,1.49379,2,7,3.91667,1.65622,0.3625,29,0.277778,0.402399,0.429487,0.325,0,1055.966
16,5,0.3125,0.6,0.0625,0.625,0.909091,0,5,4.36364,1.43164,2,8,4.3,2.05183,0.3625,29,0.728889,0.428977,0.507692,0.1625,0,0.248
16,5,0.3125,0.6,0.0625,0.625,0.909091,0,5,4.36364,1.43164,2,8,4.3,2.05183,0.3625,29,0.728889,0.428977,0.507692,0.1625,0,8.537
16,5,0.3125,0.6,0.0625,0.625,0.909091,0,5,4.36364,1.43164,2,8,4.3,2.05183,0.3625,29,0.728889,0.428977,0.507692,0.1625,0,0.004
16,5,0.3125,0.6,0.0625,0.625,0.909091,0,5,4.36364,1.43164,2,8,4.3,2.05183,0.3625,29,0.728889,0.428977,0.507692,0.1625,0,1.256
16,5,0.3125,0.6,0.125,0.5625,0.9,0,6,4.36364,1.55346,2,9,4.55556,2.00616,0.3625,29,0.646667,0.415909,0.548077,0.35,0,0.144
16,5,0.3125,0.6,0.125,0.5625,0.9,0,6,4.36364,1.55346,2,9,4.55556,2.00616,0.3625,29,0.646667,0.415909,0.548077,0.35,0,0.032
16,5,0.3125,0.6,0.125,0.5625,0.9,0,6,4.36364,1.55346,2,9,4.55556,2.00616,0.3625,29,0.646667,0.415909,0.548077,0.35,0,0.004
16,5,0.3125,0.6,0.125,0.5625,0.9,0,6,4.36364,1.55346,2,9,4.55556,2.00616,0.3625,29,0.646667,0.415909,0.548077,0.35,0,0.008
16,5,0.3125,0.6,0.125,0.75,0.923077,0,6,4.36364,1.91988,2,8,4.66667,1.84089,0.3625,29,0.553333,0.426894,0.884615,0.2,0,0.132
16,5,0.3125,0.6,0.125,0.75,0.923077,0,6,4.36364,1.91988,2,8,4.66667,1.84089,0.3625,29,0.553333,0.426894,0.884615,0.2,0,3600
16,5,0.3125,0.6,0.125,0.75,0.923077,0,6,4.36364,1.91988,2,8,4.66667,1.84089,0.3625,29,0.553333,0.426894,0.884615,0.2,0,0.004
16,5,0.3125,0.6,0.125,0.75,0.923077,0,6,4.36364,1.91988,2,8,4.66667,1.84089,0.3625,29,0.553333,0.426894,0.884615,0.2,0,3600
16,8,0.5,0.601562,0.1875,0.625,0.909091,0,6,4.52941,1.37702,2,12,8,3.4641,0.453125,58,0.677778,0.401784,0.49375,0.289062,0.0625,3600
16,8,0.5,0.601562,0.1875,0.625,0.909091,0,6,4.52941,1.37702,2,12,8,3.4641,0.453125,58,0.677778,0.401784,0.49375,0.289062,0.0625,3600
16,8,0.5,0.601562,0.1875,0.625,0.909091,0,6,4.52941,1.37702,2,12,8,3.4641,0.453125,58,0.677778,0.401784,0.49375,0.289062,0.0625,311.863
16,8,0.5,0.601562,0.1875,0.625,0.909091,0,6,4.52941,1.37702,2,12,8,3.4641,0.453125,58,0.677778,0.401784,0.49375,0.289062,0.0625,3600
16,8,0.5,0.601562,0.1875,0.625,1,0,8,4.52941,1.57621,3,15,6.9,3.61801,0.453125,58,0.531944,0.392541,0.65625,0.296875,0,3600
16,8,0.5,0.601562,0.1875,0.625,1,0,8,4.52941,1.57621,3,15,6.9,3.61801,0.453125,58,0.531944,0.392541,0.65625,0.296875,0,3600
16,8,0.5,0.601562,0.1875,0.625,1,0,8,4.52941,1.57621,3,15,6.9,3.61801,0.453125,58,0.531944,0.392541,0.65625,0.296875,0,78.121
16,8,0.5,0.601562,0.1875,0.625,1,0,8,4.52941,1.57621,3,15,6.9,3.61801,0.453125,58,0.531944,0.392541,0.65625,0.296875,0,600.402
16,8,0.5,0.601562,0.25,0.625,1,0,6,4.52941,1.33362,2,12,6.1,3.36006,0.453125,58,0.555556,0.375117,0.6875,0.304688,0.0625,3600
16,8,0.5,0.601562,0.25,0.625,1,0,6,4.52941,1.33362,2,12,6.1,3.36006,0.453125,58,0.555556,0.375117,0.6875,0.304688,0.0625,3600
16,8,0.5,0.601562,0.25,0.625,1,0,6,4.52941,1.33362,2,12,6.1,3.36006,0.453125,58,0.555556,0.375117,0.6875,0.304688,0.0625,0.012
16,8,0.5,0.601562,0.25,0.625,1,0,6,4.52941,1.33362,2,12,6.1,3.36006,0.453125,58,0.555556,0.375117,0.6875,0.304688,0.0625,60.72
16,8,0.5,0.601562,0,0.75,0.8,0,5,2.40625,0.896499,2,26,11.8333,7.32386,0.367188,49,0.377778,0.441853,0.53125,0,0.0625,3600
16,8,0.5,0.601562,0,0.75,0.8,0,5,2.40625,0.896499,2,26,11.8333,7.32386,0.367188,49,0.377778,0.441853,0.53125,0,0.0625,92.986
16,8,0.5,0.601562,0,0.75,0.8,0,5,2.40625,0.896499,2,26,11.8333,7.32386,0.367188,49,0.377778,0.441853,0.53125,0,0.0625,2031.039
16,8,0.5,0.601562,0,0.75,0.8,0,5,2.40625,0.896499,2,26,11.8333,7.32386,0.367188,49,0.377778,0.441853,0.53125,0,0.0625,141.857
16,8,0.5,0.601562,0,0.9375,0.9375,0,5,2.40625,1.34302,2,23,10.8667,6.05383,0.367188,49,0.513889,0.438422,0.8125,0,0,3600
16,8,0.5,0.601562,0,0.9375,0.9375,0,5,2.40625,1.34302,2,23,10.8667,6.05383,0.367188,49,0.513889,0.438422,0.8125,0,0,3600
16,8,0.5,0.601562,0,0.9375,0.9375,0,5,2.40625,1.34302,2,23,10.8667,6.05383,0.367188,49,0.513889,0.438422,0.8125,0,0,422.53
16,8,0.5,0.601562,0,0.9375,0.9375,0,5,2.40625,1.34302,2,23,10.8667,6.05383,0.367188,49,0.513889,0.438422,0.8125,0,0,3600
16,8,0.5,0.601562,0,0.875,0.875,0,5,2.40625,0.963696,2,17,10.2857,4.39852,0.367188,51,0.4,0.481308,0.65625,0,0,182.019
16,8,0.5,0.601562,0,0.875,0.875,0,5,2.40625,0.963696,2,17,10.2857,4.39852,0.367188,51,0.4,0.481308,0.65625,0,0,3600
16,8,0.5,0.601562,0,0.875,0.875,0,5,2.40625,0.963696,2,17,10.2857,4.39852,0.367188,51,0.4,0.481308,0.65625,0,0,66.988
16,8,0.5,0.601562,0,0.875,0.875,0,5,2.40625,0.963696,2,17,10.2857,4.39852,0.367188,51,0.4,0.481308,0.65625,0,0,249.488
16,8,0.5,0.601562,0,1,1,0,7,2.40625,1.19529,2,25,12.5,6.99107,0.367188,51,0.266667,0.475875,0.359375,0,0,3600
16,8,0.5,0.601562,0,1,1,0,7,2.40625,1.19529,2,25,12.5,6.99107,0.367188,51,0.266667,0.475875,0.359375,0,0,3600
16,8,0.5,0.601562,0,1,1,0,7,2.40625,1.19529,2,25,12.5,6.99107,0.367188,51,0.266667,0.475875,0.359375,0,0,3600
16,8,0.5,0.601562,0,1,1,0,7,2.40625,1.19529,2,25,12.5,6.99107,0.367188,51,0.266667,0.475875,0.359375,0,0,1121.786
16,8,0.5,0.601562,0,0.9375,0.9375,0,5,2.40625,1.08568,2,26,11.7333,6.9519,0.367188,49,0.505556,0.499464,0.625,0,0.125,2.28
16,8,0.5,0.601562,0,0.9375,0.9375,0,5,2.40625,1.08568,2,26,11.7333,6.9519,0.367188,49,0.505556,0.499464,0.625,0,0.125,3600
16,8,0.5,0.601562,0,0.9375,0.9375,0,5,2.40625,1.08568,2,26,11.7333,6.9519,0.367188,49,0.505556,0.499464,0.625,0,0.125,14.481
16,8,0.5,0.601562,0,0.9375,0.9375,0,5,2.40625,1.08568,2,26,11.7333,6.9519,0.367188,49,0.505556,0.499464,0.625,0,0.125,758.815
16,8,0.5,0.601562,0.125,0.75,1,0,6,2.40625,1.08568,3,29,14.1667,7.74417,0.453125,58,0.443056,0.407667,0.510417,0.226562,0.0625,3600
16,8,0.5,0.601562,0.125,0.75,1,0,6,2.40625,1.08568,3,29,14.1667,7.74417,0.453125,58,0.443056,0.407667,0.510417,0.226562,0.0625,3600
16,8,0.5,0.601562,0.125,0.75,1,0,6,2.40625,1.08568,3,29,14.1667,7.74417,0.453125,58,0.443056,0.407667,0.510417,0.226562,0.0625,2816.652
16,8,0.5,0.601562,0.125,0.75,1,0,6,2.40625,1.08568,3,29,14.1667,7.74417,0.453125,58,0.443056,0.407667,0.510417,0.226562,0.0625,1246.814
20,5,0.25,0.6,0.1,0.55,0.785714,0,7,4.61538,1.54613,2,12,6.36364,3.11223,0.36,36,0.581295,0.449188,0.666667,0.17,0.05,0.052
20,5,0.25,0.6,0.1,0.55,0.785714,0,7,4.61538,1.54613,2,12,6.36364,3.11223,0.36,36,0.581295,0.449188,0.666667,0.17,0.05,0.332
20,5,0.25,0.6,0.1,0.55,0.785714,0,7,4.61538,1.54613,2,12,6.36364,3.11223,0.36,36,0.581295,0.449188,0.666667,0.17,0.05,0.004
20,5,0.25,0.6,0.1,0.55,0.785714,0,7,4.61538,1.54613,2,12,6.36364,3.11223,0.36,36,0.581295,0.449188,0.666667,0.17,0.05,0.076
20,5,0.25,0.6,0.15,0.6,1,0,8,4.61538,1.68881,2,11,6,2.48328,0.36,36,0.513669,0.441239,0.613333,0.15,0.05,3600
20,5,0.25,0.6,0.15,0.6,1,0,8,4.61538,1.68881,2,11,6,2.48328,0.36,36,0.513669,0.441239,0.613333,0.15,0.05,3600
20,5,0.25,0.6,0.15,0.6,1,0,8,4.61538,1.68881,2,11,6,2.48328,0.36,36,0.513669,0.441239,0.613333,0.15,0.05,0.004
20,5,0.25,0.6,0.15,0.6,1,0,8,4.61538,1.68881,2,11,6,2.48328,0.36,36,0.513669,0.441239,0.613333,0.15,0.05,0.032
20,5,0.25,0.6,0.05,0.65,0.928571,0,7,4.61538,1.59511,2,10,4.61538,2.33826,0.36,37,0.405755,0.427051,0.480952,0.09,0,1.096
20,5,0.25,0.6,0.05,0.65,0.928571,0,7,4.61538,1.59511,2,10,4.61538,2.33826,0.36,37,0.405755,0.427051,0.480952,0.09,0,3600
20,5,0.25,0.6,0.05,0.65,0.928571,0,7,4.61538,1.59511,2,10,4.61538,2.33826,0.36,37,0.405755,0.427051,0.480952,0.09,0,3600
20,5,0.25,0.6,0.05,0.65,0.928571,0,7,4.61538,1.59511,2,10,4.61538,2.33826,0.36,37,0.405755,0.427051,0.480952,0.09,0,3600
20,5,0.25,0.6,0.05,0.65,1,0,7,4.61538,1.59511,2,10,5.23077,2.69341,0.36,36,0.168345,0.419701,0.42,0.14,0.1,10.053
20,5,0.25,0.6,0.05,0.65,1,0,7,4.61538,1.59511,2,10,5.23077,2.69341,0.36,36,0.168345,0.419701,0.42,0.14,0.1,0.024
20,5,0.25,0.6,0.05,0.65,1,0,7,4.61538,1.59511,2,10,5.23077,2.69341,0.36,36,0.168345,0.419701,0.42,0.14,0.1,3600
20,5,0.25,0.6,0.05,0.65,1,0,7,4.61538,1.59511,2,10,5.23077,2.69341,0.36,36,0.168345,0.419701,0.42,0.14,0.1,3600
20,5,0.25,0.6,0.25,0.65,0.928571,0,8,4.61538,1.77757,2,11,5.92308,2.46394,0.36,36,0.690647,0.394017,0.633333,0.35,0,0.024
20,5,0.25,0.6,0.25,0.65,0.928571,0,8,4.61538,1.77757,2,11,5.92308,2.46394,0.36,36,0.690647,0.394017,0.633333,0.35,0,0.616
20,5,0.25,0.6,0.25,0.65,0.928571,0,8,4.61538,1.77757,2,11,5.92308,2.46394,0.36,36,0.690647,0.394017,0.633333,0.35,0,0.004
20,5,0.25,0.6,0.25,0.65,0.928571,0,8,4.61538,1.77757,2,11,5.92308,2.46394,0.36,36,0.690647,0.394017,0.633333,0.35,0,0.004
20,5,0.25,0.6,0.15,0.65,0.866667,0,7,4.61538,1.54613,2,11,5.53846,2.70656,0.36,36,0.117986,0.435256,0.626667,0.3,0.05,1.008
20,5,0.25,0.6,0.15,0.65,0.866667,0,7,4.61538,1.54613,2,11,5.53846,2.70656,0.36,36,0.117986,0.435256,0.626667,0.3,0.05,106.643
20,5,0.25,0.6,0.15,0.65,0.866667,0,7,4.61538,1.54613,2,11,5.53846,2.70656,0.36,36,0.117986,0.435256,0.626667,0.3,0.05,2602.087
20,5,0.25,0.6,0.15,0.65,0.866667,0,7,4.61538,1.54613,2,11,5.53846,2.70656,0.36,36,0.117986,0.435256,0.626667,0.3,0.05,38.226
20,5,0.25,0.6,0.15,0.65,0.928571,0,6,4.61538,1.49556,3,10,5.46154,2.06119,0.36,36,0.433094,0.43265,0.672222,0.31,0.1,33.774
20,5,0.25,0.6,0.15,0.65,0.928571,0,6,4.61538,1.49556,3,10,5.46154,2.06119,0.36,36,0.433094,0.43265,0.672222,0.31,0.1,22.953
20,5,0.25,0.6,0.15,0.65,0.928571,0,6,4.61538,1.49556,3,10,5.46154,2.06119,0.36,36,0.433094,0.43265,0.672222,0.31,0.1,0.004
20,5,0.25,0.6,0.15,0.65,0.928571,0,6,4.61538,1.49556,3,10,5.46154,2.06119,0.36,36,0.433094,0.43265,0.672222,0.31,0.1,89.422
20,5,0.25,0.6,0.05,0.6,0.8,0,8,4.61538,1.82033,2,10,5.25,2.34965,0.36,36,0.302158,0.443761,0.491667,0.19,0.1,0.044
20,5,0.25,0.6,0.05,0.6,0.8,0,8,4.61538,1.82033,2,10,5.25,2.34965,0.36,36,0.302158,0.443761,0.491667,0.19,0.1,0.08
20,5,0.25,0.6,0.05,0.6,0.8,0,8,4.61538,1.82033,2,10,5.25,2.34965,0.36,36,0.302158,0.443761,0.491667,0.19,0.1,3600
20,5,0.25,0.6,0.05,0.6,0.8,0,8,4.61538,1.82033,2,10,5.25,2.34965,0.36,36,0.302158,0.443761,0.491667,0.19,0.1,3600
20,5,0.25,0.6,0.1,0.7,0.933333,0,8,4.61538,1.77757,2,12,6.07143,3.26156,0.36,36,0.546763,0.452735,0.670833,0.14,0.05,0.024
20,5,0.25,0.6,0.1,0.7,0.933333,0,8,4.61538,1.77757,2,12,6.07143,3.26156,0.36,36,0.546763,0.452735,0.670833,0.14,0.05,0.1
20,5,0.25,0.6,0.1,0.7,0.933333,0,8,4.61538,1.77757,2,12,6.07143,3.26156,0.36,36,0.546763,0.452735,0.670833,0.14,0.05,3600
20,5,0.25,0.6,0.1,0.7,0.933333,0,8,4.61538,1.77757,2,12,6.07143,3.26156,0.36,36,0.546763,0.452735,0.670833,0.14,0.05,67.956
20,5,0.25,0.6,0.05,0.65,0.8125,0,7,4.61538,1.54613,2,10,5.30769,2.64239,0.36,37,0.610072,0.440812,0.6,0.21,0,0.028
20,5,0.25,0.6,0.05,0.65,0.8125,0,7,4.61538,1.54613,2,10,5.30769,2.64239,0.36,37,0.610072,0.440812,0.6,0.21,0,0.092
20,5,0.25,0.6,0.05,0.65,0.8125,0,7,4.61538,1.54613,2,10,5.30769,2.64239,0.36,37,0.610072,0.440812,0.6,0.21,0,3600
20,5,0.25,0.6,0.05,0.65,0.8125,0,7,4.61538,1.54613,2,10,5.30769,2.64239,0.36,37,0.610072,0.440812,0.6,0.21,0,3600
20,5,0.25,0.6,0.15,0.55,0.733333,0,7,4.61538,1.68881,2,7,4.45455,1.97086,0.36,37,0.296403,0.394701,0.258333,0.24,0,171.987
20,5,0.25,0.6,0.15,0.55,0.733333,0,7,4.61538,1.68881,2,7,4.45455,1.97086,0.36,37,0.296403,0.394701,0.258333,0.24,0,0.032
20,5,0.25,0.6,0.15,0.55,0.733333,0,7,4.61538,1.68881,2,7,4.45455,1.97086,0.36,37,0.296403,0.394701,0.258333,0.24,0,3600
20,5,0.25,0.6,0.15,0.55,0.733333,0,7,4.61538,1.68881,2,7,4.45455,1.97086,0.36,37,0.296403,0.394701,0.258333,0.24,0,3600
20,5,0.25,0.6,0.05,0.75,0.882353,0,7,4.61538,1.49556,2,11,5.73333,2.86279,0.36,37,0.398561,0.466966,0.526667,0.08,0,3600
20,5,0.25,0.6,0.05,0.75,0.882353,0,7,4.61538,1.49556,2,11,5.73333,2.86279,0.36,37,0.398561,0.466966,0.526667,0.08,0,2.64
20,5,0.25,0.6,0.05,0.75,0.882353,0,7,4.61538,1.49556,2,11,5.73333,2.86279,0.36,37,0.398561,0.466966,0.526667,0.08,0,3600
20,5,0.25,0.6,0.05,0.75,0.882353,0,7,4.61538,1.49556,2,11,5.73333,2.86279,0.36,37,0.398561,0.466966,0.526667,0.08,0,3600
20,5,0.25,0.6,0.05,0.75,1,0,7,4.61538,1.49556,2,10,5,2.47656,0.36,36,0.661871,0.427265,0.493333,0.11,0.05,0.028
20,5,0.25,0.6,0.05,0.75,1,0,7,4.61538,1.49556,2,10,5,2.47656,0.36,36,0.661871,0.427265,0.493333,0.11,0.05,3600
20,5,0.25,0.6,0.05,0.75,1,0,7,4.61538,1.49556,2,10,5,2.47656,0.36,36,0.661871,0.427265,0.493333,0.11,0.05,0.004
20,5,0.25,0.6,0.05,0.75,1,0,7,4.61538,1.49556,2,10,5,2.47656,0.36,36,0.661871,0.427265,0.493333,0.11,0.05,3600
20,5,0.25,0.6,0.05,0.55,0.785714,0,7,4.61538,1.59511,2,9,5.54545,2.31059,0.36,36,0.156835,0.427479,0.44,0.18,0,0.156
20,5,0.25,0.6,0.05,0.55,0.785714,0,7,4.61538,1.59511,2,9,5.54545,2.31059,0.36,36,0.156835,0.427479,0.44,0.18,0,3600
20,5,0.25,0.6,0.05,0.55,0.785714,0,7,4.61538,1.59511,2,9,5.54545,2.31059,0.36,36,0.156835,0.427479,0.44,0.18,0,3600
20,5,0.25,0.6,0.05,0.55,0.785714,0,7,4.61538,1.59511,2,9,5.54545,2.31059,0.36,36,0.156835,0.427479,0.44,0.18,0,3600
20,5,0.25,0.6,0.1,0.75,0.9375,0,8,4.61538,2.13175,2,11,4.93333,2.79205,0.36,36,0.425899,0.408889,0.666667,0.24,0,1.46
20,5,0.25,0.6,0.1,0.75,0.9375,0,8,4.61538,2.13175,2,11,4.93333,2.79205,0.36,36,0.425899,0.408889,0.666667,0.24,0,0.04
20,5,0.25,0.6,0.1,0.75,0.9375,0,8,4.61538,2.13175,2,11,4.93333,2.79205,0.36,36,0.425899,0.408889,0.666667,0.24,0,3600
20,5,0.25,0.6,0.1,0.75,0.9375,0,8,4.61538,2.13175,2,11,4.93333,2.79205,0.36,36,0.425899,0.408889,0.666667,0.24,0,1.9
20,5,0.25,0.6,0.25,0.7,1,0,6,4.61538,1.4432,2,11,5.92857,3.15015,0.45,45,0.538129,0.36953,0.46,0.39,0.05,0.06
